ticker,name,close,change,volume,market_cap,logo,sector,subsector,type,subtype,asset_class,turnover_proxy
CRPG6,TRONOX PIGMENTOS DO BRASIL S.A.,10.0,-9.83,1900.0,372844212.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,19000.0
ISNT11,ISNT11,1138.06,0.09,1898.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,2160037.88
PEPB34,PEPB34,48.02,-1.6,1867.0,998081295798.2319,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,89653.34000000001
F2NV34,F2NV34,6.85,2.24,1865.0,232220962804.26834,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,12775.25
CXCO11,CXCO11,70.2,0.29,1849.0,,https://icons.brapi.dev/icons/CXCO11.svg,,Multicategoria,fund,fii,FII,129799.8
CBAV3F,COMPANHIA BRASILEIRA DE ALUMÍNIO,11.14,0.18,1846.0,7246439146.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,20564.440000000002
ARML3F,ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,3.07,0.33,1833.0,1042947175.9999999,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,5627.3099999999995
A1DI34,A1DI34,50.4,2.02,1817.0,965486074378.5752,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,91576.8
Q2SC34,Q2SC34,10.75,0.09,1802.0,19832237077.4831,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,bdr,bdr,AÇÃO GLOBAL / BDR,19371.5
BIED3,BIOMA EDUCAÇÃO S.A.,6.77,-2.03,1800.0,188851020.0,https://icons.brapi.dev/icons/BIED3.svg,Consumer Services,Serviços Educacionais,stock,stock,AÇÃO B3,12186.0
TRIG11,TRIG11,40.24,-0.64,1781.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,71667.44
BRSR3F,BCO ESTADO DO RIO GRANDE DO SUL S.A.,17.08,1.24,1728.0,6194250323.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,29514.239999999998
QUBT34,QUBT34,46.65,0.78,1703.0,10499292943.317732,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,79444.95
BIHF39,ISHARES U.S. HEALTHCARE PROVIDERS ETF,10.39,1.66,1671.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,17361.690000000002
N1EM34,N1EM34,614.27,3.76,1669.0,625694861294.8518,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,1025216.63
USIM3F,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,5.66,-3.9,1667.0,7456178047.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,9435.22
AMOB3F,AUTOMOB PARTICIPAÇÕES S.A.,12.39,-0.88,1660.0,467513971.0,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,stock,stock,AÇÃO B3,20567.4
BIAU39,ISHARES GOLD TRUST,107.29,1.15,1656.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,177672.24000000002
BAAX39,ISHARES MSCI ALL COUNTRY ASIA EX JAPAN ETF,60.72,0.93,1652.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,100309.44
GFSA3F,GAFISA S.A.,0.23,-4.17,1607.0,34620808.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,369.61
SMAC11,SMAC11,52.3,0.15,1605.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,83941.5
BEES4,BANESTES S.A. - BCO EST ESPIRITO SANTO,9.06,0.78,1600.0,3017337373.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,14496.0
BGIP4,BCO ESTADO DE SERGIPE S.A. - BANESE,32.4,-0.31,1600.0,910343815.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,51840.0
CALI3,CONSTRUTORA ADOLPHO LINDENBERG S.A.,29.99,0.0,1600.0,209594098.0,https://icons.brapi.dev/icons/BRAPI.svg,Industrial Services,Incorporações,stock,stock,AÇÃO B3,47984.0
BPAC5,BCO BTG PACTUAL S.A.,17.52,0.52,1600.0,195434665088.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,28032.0
PGCO34,PGCO34,53.95,0.56,1570.0,1743747826448.258,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,84701.5
RIOT34,RIOT34,501.05,2.26,1569.0,866467422068.338,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,786147.4500000001
HBOR3F,HELBOR EMPREENDIMENTOS S.A.,1.91,4.37,1556.0,242830150.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,,stock,stock,AÇÃO B3,2971.96
FRAS3F,FRASLE MOBILITY S.A.,21.88,0.74,1515.0,6034811470.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,33148.2
BGWH39,ISHARES CORE DIVIDEND GROWTH ETF,83.38,0.59,1510.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,125903.79999999999
CEBR6,CIA ENERGETICA DE BRASILIA,26.95,-0.52,1500.0,1802472491.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,40425.0
NUTR3,NUTRIPLANT INDUSTRIA E COMERCIO S.A.,2.0,-2.91,1500.0,27283237.0,https://icons.brapi.dev/icons/NUTR3.svg,Process Industries,Fertilizantes e Defensivos,stock,stock,AÇÃO B3,3000.0
BIVE39,ISHARES S&P 500 VALUE ETF,83.08,0.74,1472.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,122293.76
FIXX11,FIXX11,95.8,0.66,1466.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,140442.8
RIGG34,RIGG34,30.28,2.3,1463.0,33221810150.806034,https://icons.brapi.dev/icons/BRAPI.svg,Industrial Services,,bdr,bdr,AÇÃO GLOBAL / BDR,44299.64
KHCB34,KHCB34,33.16,1.69,1455.0,156506527737.90952,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,48247.799999999996
EQIX34,EQIX34,70.2,0.59,1454.0,550970795741.0297,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,102070.8
HBSA3F,HIDROVIAS DO BRASIL S.A.,3.26,-2.4,1453.0,4516470036.0,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,,stock,stock,AÇÃO B3,4736.78
DOTZ3F,DOTZ S.A.,7.45,24.58,1446.0,80198305.0,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,stock,stock,AÇÃO B3,10772.7
GGBR3F,GERDAU S.A.,21.09,-0.09,1443.0,45688884896.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,30432.87
BEWO39,ISHARES MSCI AUSTRIA ETF,73.91,1.25,1428.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,105543.48
GXUS11,GXUS11,116.25,0.5,1428.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,166005.0
IBCR11,IBCR11,38.0,0.0,1424.0,,https://icons.brapi.dev/icons/IBCR11.svg,Miscellaneous,Outros,fund,fii,FII,54112.0
BRST3F,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,2.8,0.0,1419.0,1226421085.0,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,stock,stock,AÇÃO B3,3973.2
BSLI3F,BRB BCO DE BRASILIA S.A.,2.91,-0.34,1412.0,1417868154.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,4108.92
ENMT4,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,35.48,-3.56,1400.0,8015598669.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,49671.99999999999
AURO11,AURO11,98.63,1.16,1393.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,137391.59
SEQR11,SEQR11,53.0,0.51,1388.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Logística,fund,fii,FII,73564.0
L1MN34,L1MN34,35.18,5.9,1380.0,34327877691.107643,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,bdr,bdr,AÇÃO GLOBAL / BDR,48548.4
CMDB11,CMDB11,16.12,-0.25,1355.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,21842.600000000002
U2ST34,U2ST34,12.05,2.03,1353.0,104792888330.73323,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,16303.650000000001
GDIV11,GDIV11,102.17,0.6,1341.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,137009.97
D1OC34,D1OC34,16.05,-2.13,1312.0,63638270379.61518,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,21057.600000000002
PATI3F,PANATLANTICA S.A.,31.99,20.85,1309.0,660703323.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,41874.909999999996
VVEO3F,CM HOSPITALAR S.A.,0.63,5.0,1306.0,198959240.0,https://icons.brapi.dev/icons/BRAPI.svg,Distribution Services,,stock,stock,AÇÃO B3,822.78
CRPG5,TRONOX PIGMENTOS DO BRASIL S.A.,10.13,-2.22,1300.0,372844212.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,13169.000000000002
XBIT11,XBIT11,31.97,-0.09,1295.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,41401.15
TXSA34,TXSA34,288.8,5.04,1292.0,55411235049.40198,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,373129.60000000003
BMEB4F,BCO MERCANTIL DO BRASIL S.A.,55.06,-1.33,1287.0,6200864370.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,70862.22
BIDV39,ISHARES INTERNATIONAL SELECT DIVIDEND ETF,76.48,0.63,1276.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,97588.48000000001
GOAT11,GOAT11,57.72,0.0,1274.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,73535.28
BIDB11,BIDB11,76.53,0.74,1262.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,96580.86
A1PO34,A1PO34,49.7,0.51,1261.0,440926654123.76495,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,62671.700000000004
MEAL3F,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,0.61,7.02,1233.0,162877515.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Services,,stock,stock,AÇÃO B3,752.13
SVAL11,SVAL11,160.96,0.87,1232.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,198302.72
NEXG11,NEXG11,126.0,-0.54,1232.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fi-agro,FIAGRO,155232.0
WFCO34,WFCO34,113.44,-1.03,1229.0,1385567224711.3884,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,139417.76
RELG11,RELG11,69.95,0.36,1228.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Multicategoria,fund,fii,FII,85898.6
MSBR34,MSBR34,226.84,0.23,1212.0,1783568761352.054,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,274930.08
NBOV11,NBOV11,117.79,0.81,1208.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,142290.32
RPAD5,ALFA HOLDINGS S.A.,7.5,0.0,1200.0,599932817.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,9000.0
BOBR4,BOMBRIL S.A.,1.24,-8.15,1200.0,324165131.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,stock,stock,AÇÃO B3,1488.0
VITT3F,VITTIA S.A.,2.96,-1.66,1199.0,474345842.0,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,stock,stock,AÇÃO B3,3549.04
T1TW34,T1TW34,321.17,1.97,1196.0,235218088913.15652,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,384119.32
CATP34,CATP34,280.0,0.9,1195.0,2042839984524.1812,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,bdr,bdr,AÇÃO GLOBAL / BDR,334600.0
LPSB3F,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,1.3,-3.7,1194.0,195030752.0,https://icons.brapi.dev/icons/BRAPI.svg,Commercial Services,,stock,stock,AÇÃO B3,1552.2
IWMI11,IWMI11,85.97,1.0,1190.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,102304.3
V1RT34,V1RT34,153.59,1.19,1186.0,574719513447.7379,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,182157.74
TECN3F,TECHNOS S.A.,9.69,-2.12,1173.0,553089536.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,,stock,stock,AÇÃO B3,11366.369999999999
NAVT11,NAVT11,65.96,-1.61,1173.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fii,FII,77371.07999999999
OIBR3F,OI S.A.,0.12,0.0,1168.0,36211127.0,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,stock,stock,AÇÃO B3,140.16
PEVC11,PEVC11,179.43,-2.06,1161.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,208318.23
RNEW3F,RENOVA ENERGIA S.A.,0.78,0.0,1161.0,308438384.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,905.58
BTRU11,BTRU11,85.89,-0.64,1154.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fii,FII,99117.06
BFCG39,FIRST TRUST NATURAL GAS ETF,77.84,2.21,1154.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,89827.36
SCAR3F,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,11.95,-5.91,1151.0,685595795.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,13754.449999999999
JTEK39,JTEK39,54.19,-0.29,1146.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,62101.74
EUCA4F,EUCATEX S.A. INDUSTRIA E COMERCIO,20.44,-1.68,1142.0,1895283890.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,23342.480000000003
B1SX34,B1SX34,67.9,0.62,1127.0,389551068439.9376,https://icons.brapi.dev/icons/BRAPI.svg,Health Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,76523.3
BEES4F,BANESTES S.A. - BCO EST ESPIRITO SANTO,9.05,0.78,1120.0,3017337373.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,10136.0
FIGS11,FIGS11,47.57,-0.08,1117.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Shoppings,fund,fii,FII,53135.69
ITIT11,ITIT11,60.14,0.23,1112.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,66875.68000000001
BXPO11,BXPO11,149.34,0.22,1112.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,166066.08000000002
KOPA11,KOPA11,265.01,-4.67,1110.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Títulos e Val. Mob.,fund,fi-agro,FIAGRO,294161.1
G1LW34,G1LW34,817.02,-1.45,1108.0,710163786775.8711,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,905258.16
ABUD34,ABUD34,69.71,1.9,1104.0,828207622866.4546,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Non-Durables,,bdr,bdr,AÇÃO GLOBAL / BDR,76959.84
AMAR3F,MARISA LOJAS S.A.,0.48,-4.0,1103.0,261886458.0,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,stock,stock,AÇÃO B3,529.4399999999999
PSVM11,PORTO SUDESTE V.M. S.A.,9.99,13.52,1100.0,1716682.0,https://icons.brapi.dev/icons/BRAPI.svg,Transportation,Serviços de Apoio e Armazenagem,fund,etf,ETF,10989.0
BAZA3,BCO AMAZONIA S.A.,60.98,-0.52,1100.0,3436374684.0,https://icons.brapi.dev/icons/BAZA3.svg,Finance,Bancos,stock,stock,AÇÃO B3,67078.0
CGAS3,CIA GAS DE SAO PAULO - COMGAS,125.4,1.13,1100.0,16401315274.0,https://icons.brapi.dev/icons/CGAS3.svg,Utilities,Gás,stock,stock,AÇÃO B3,137940.0
HAGA3,HAGA S.A. INDUSTRIA E COMERCIO,2.53,1.2,1100.0,22411666.0,https://icons.brapi.dev/icons/HAGA3.svg,Consumer Durables,Produtos para Construção,stock,stock,AÇÃO B3,2783.0
PFRM3F,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,7.07,-0.56,1093.0,879119239.0,https://icons.brapi.dev/icons/BRAPI.svg,Distribution Services,,stock,stock,AÇÃO B3,7727.51
ETER3F,ETERNIT S.A.,3.67,-0.27,1074.0,228537106.0,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,stock,stock,AÇÃO B3,3941.58
COPH34,COPH34,57.79,7.62,1073.0,777901947514.3005,https://icons.brapi.dev/icons/BRAPI.svg,Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,62008.67
BSLT11,BSLT11,61.96,-0.11,1071.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fii,FII,66359.16
M2PT34,M2PT34,10.85,0.09,1070.0,13043369407.176285,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,bdr,bdr,AÇÃO GLOBAL / BDR,11609.5
ATTB34,ATTB34,43.08,0.51,1052.0,875879568486.7395,https://icons.brapi.dev/icons/BRAPI.svg,Communications,,bdr,bdr,AÇÃO GLOBAL / BDR,45320.159999999996
GEHC34,GEHC34,47.95,3.05,1050.0,173322562199.688,https://icons.brapi.dev/icons/BRAPI.svg,Health Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,50347.5
SPYR11,SPYR11,117.87,-0.15,1047.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,123409.89
RENT4F,LOCALIZA RENT A CAR S.A.,32.84,0.03,1043.0,36660323653.0,https://icons.brapi.dev/icons/BRAPI.svg,Finance,,stock,stock,AÇÃO B3,34252.12
ARGT39,GLOBAL X MSCI ARGENTINA ETF,47.43,0.62,1037.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,49184.909999999996
BIWF39,ISHARES RUSSELL 1000 GROWTH ETF,26.2,1.24,1025.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,26855.0
HSAF11,HSAF11,74.75,-0.32,1020.0,,https://icons.brapi.dev/icons/BRAPI.svg,,Outros,fund,fii,FII,76245.0
M2PR34,M2PR34,121.08,0.2,1019.0,348204883879.35516,https://icons.brapi.dev/icons/BRAPI.svg,Electronic Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,123380.52
SMAB11,SMAB11,7.28,-0.55,1015.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,7389.2
GPSI34,GPSI34,110.6,8.43,1015.0,38169372984.919395,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,bdr,bdr,AÇÃO GLOBAL / BDR,112259.0
AZOI34,AZOI34,70.99,2.25,1011.0,258112964664.58658,https://icons.brapi.dev/icons/BRAPI.svg,Retail Trade,,bdr,bdr,AÇÃO GLOBAL / BDR,71770.89
GPRK34,GPRK34,48.71,0.74,1008.0,3162137545.50182,https://icons.brapi.dev/icons/BRAPI.svg,Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,49099.68
RCSL4F,RECRUSUL S.A.,0.57,0.0,1007.0,64037278.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,573.9899999999999
RAPT3F,RANDONCORP S.A.,7.25,1.97,1002.0,1884283017.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,7264.5
I1PC34,I1PC34,209.19,0.51,1001.0,113239277774.31097,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,bdr,bdr,AÇÃO GLOBAL / BDR,209399.19
MNDL3,MUNDIAL S.A. - PRODUTOS DE CONSUMO,17.11,0.47,1000.0,169735646.0,https://icons.brapi.dev/icons/MNDL3.svg,Consumer Non-Durables,Acessórios,stock,stock,AÇÃO B3,17110.0
GEPA4,RIO PARANAPANEMA ENERGIA S.A.,34.8,-3.57,1000.0,3373471635.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,34800.0
NVHO11,NVHO11,12.22,0.0,1000.0,,https://icons.brapi.dev/icons/NVHO11.svg,,Hospital,fund,fii,FII,12220.0
TURK39,ISHARES MSCI TURKEY ETF,49.82,2.74,1000.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,49820.0
E2AG34,E2AG34,67.0,-2.12,1000.0,33310563052.522106,https://icons.brapi.dev/icons/BRAPI.svg,Non-Energy Minerals,,bdr,bdr,AÇÃO GLOBAL / BDR,67000.0
FDES11,FDES11,0.39,0.0,1000.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,etf,ETF,390.0
UCAS3F,UNICASA INDÚSTRIA DE MÓVEIS S.A.,1.16,1.75,998.0,75338455.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Durables,,stock,stock,AÇÃO B3,1157.6799999999998
META11,META11,6.85,1.18,996.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,6822.599999999999
EALT4F,ELECTRO ACO ALTONA S.A.,10.48,-2.42,985.0,261778740.00000003,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,10322.800000000001
BVBR11,BVBR11,20.73,0.0,983.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,20377.59
ESPA3F,MPM CORPÓREOS S.A.,6.62,-4.06,981.0,242153426.0,https://icons.brapi.dev/icons/BRAPI.svg,Consumer Services,,stock,stock,AÇÃO B3,6494.22
PKIN11,PKIN11,120.29,0.55,970.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,116681.3
AERI3F,AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S/A,2.2,1.85,960.0,137906831.0,https://icons.brapi.dev/icons/BRAPI.svg,Producer Manufacturing,,stock,stock,AÇÃO B3,2112.0
ENGI4F,ENERGISA S.A.,8.03,-1.47,960.0,16839086505.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,7708.799999999999
INFB11,INFB11,74.74,-0.16,959.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fi-infra,FI-INFRA,71675.65999999999
TRUE11,TRUE11,23.72,1.8,958.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Logística,fund,fii,FII,22723.76
GCDL11,GCDL11,126.12,0.3,958.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,Logística,fund,fii,FII,120822.96
T1AM34,T1AM34,42.28,-2.13,952.0,219034783952.15808,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,40250.56
EQPA3F,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,5.25,0.0,946.0,11614014953.0,https://icons.brapi.dev/icons/BRAPI.svg,Utilities,,stock,stock,AÇÃO B3,4966.5
C1HK34,C1HK34,57.83,10.53,944.0,71268681014.04056,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,54591.52
BTYU11,BTYU11,6.6,-5.04,943.0,,https://icons.brapi.dev/icons/BTYU11.svg,,Outros,fund,fii,FII,6223.799999999999
NUIF11,NUIF11,83.55,-0.54,942.0,,https://icons.brapi.dev/icons/BRAPI.svg,,,fund,fi-infra,FI-INFRA,78704.09999999999
TBIL39,GLOBAL X 1-3 MONTH T-BILL ETF,52.33,0.62,935.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,48928.549999999996
BOTZ39,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,49.33,0.41,932.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,bdr,bdr,AÇÃO GLOBAL / BDR,45975.56
A1LB34,A1LB34,29.64,5.11,929.0,80069160171.60686,https://icons.brapi.dev/icons/BRAPI.svg,Process Industries,,bdr,bdr,AÇÃO GLOBAL / BDR,27535.56
R1DY34,R1DY34,10.25,-15.29,925.0,54816249347.21139,https://icons.brapi.dev/icons/BRAPI.svg,Health Technology,,bdr,bdr,AÇÃO GLOBAL / BDR,9481.25
PIPE11,PIPE11,99.18,1.9,921.0,,https://icons.brapi.dev/icons/BRAPI.svg,Miscellaneous,,fund,etf,ETF,91344.78000000001
F2RS34,F2RS34,21.0,3.86,915.0,17204761029.641186,https://icons.brapi.dev/icons/BRAPI.svg,Technology Services,,bdr,bdr,AÇÃO GLOBAL / BDR,19215.0
HOFC11,HOFC11,32.99,-0.03,913.0,,https://icons.brapi.dev/icons/HOFC11.svg,,Escritórios,fund,fii,FII,30119.870000000003
